Protein(s)	Protein Description(s)	Sequence Coverage	PSMs	NSAF	Distinct Peptides	Unique Peptides	Protein Group Number
gi|444891677|gb|AGE13358.1|	phytochelatin synthase-like protein [Thalassiosira pseudonana]	0.031	2	2.35e-5	1	1	2720
gi|74100246|gb|AAZ99407.1|,gi|74325180|ref|YP_316600.1|,gi|2050584386|gb|QWM92928.1|	ribosomal protein S4 (mitochondrion) [Thalassiosira pseudonana]	0.085	2	3.36e-5	2	2	2721
gi|74100247|gb|AAZ99408.1|,gi|74325181|ref|YP_316601.1|	ATPase subunit 8 (mitochondrion) [Thalassiosira pseudonana]	0.184	2	1.10e-4	1	1	2722
gi|74100257|gb|AAZ99418.1|,gi|2050584396|gb|QWM92938.1|,gi|74325191|ref|YP_316611.1|	ribosomal protein S3 (mitochondrion) [Thalassiosira pseudonana]	0.036	2	2.70e-5	1	1	2723
sp|Q47UW0.1|RPOC_COLP3,WP_011045493.1,AAZ25655.1	RecName: Full=DNA-directed RNA polymerase subunit beta'; Short=RNAP subunit beta'; AltName: Full=RNA polymerase subunit beta'; AltName: Full=Transcriptase subunit beta',DNA-directed RNA polymerase subunit beta' [Colwellia psychrerythraea],DNA-directed RNA polymerase, beta' subunit [Colwellia psychrerythraea 34H]	0.018	2	5.92e-6	2	1	2724
sp|Q47UW1.1|RS12_COLP3,WP_011045492.1,AAZ26362.1	RecName: Full=Small ribosomal subunit protein uS12; AltName: Full=30S ribosomal protein S12,MULTISPECIES: 30S ribosomal protein S12 [Colwelliaceae],ribosomal protein S12 [Colwellia psychrerythraea 34H]	0.056	2	6.71e-5	1	0	2725
AAZ24471.1	site-specific recombinase, phage integrase family [Colwellia psychrerythraea 34H]	0.017	1	9.96e-6	1	1	2726
WP_041736950.1	MULTISPECIES: tyrosine-type recombinase/integrase [Colwellia]	0.017	1	1.01e-5	1	1	2726
AAZ24500.1,WP_011044612.1	methyl-accepting chemotaxis protein [Colwellia psychrerythraea 34H],methyl-accepting chemotaxis protein [Colwellia psychrerythraea]	0.019	1	7.33e-6	1	1	2727
AAZ24578.1,WP_011041777.1	transcriptional regulator, LysR family [Colwellia psychrerythraea 34H],LysR family transcriptional regulator [Colwellia psychrerythraea]	0.030	1	1.40e-5	1	1	2728
AAZ24605.1,WP_011042624.1	hypothetical protein CPS_1799 [Colwellia psychrerythraea 34H],DUF4062 domain-containing protein [Colwellia psychrerythraea]	0.006	1	3.35e-6	1	1	2729
AAZ24670.1,WP_011042082.1	hypothetical protein CPS_1245 [Colwellia psychrerythraea 34H],DUF2982 domain-containing protein [Colwellia psychrerythraea]	0.062	1	1.85e-5	1	1	2730
AAZ24823.1,WP_011041691.1	putative surface protein [Colwellia psychrerythraea 34H],surface protein [Colwellia psychrerythraea]	0.018	1	6.41e-6	1	1	2731
AAZ25149.1,WP_011045688.1	hypothetical protein CPS_4969 [Colwellia psychrerythraea 34H],MULTISPECIES: DUF445 domain-containing protein [Colwellia]	0.186	1	1.76e-5	1	1	2732
AAZ25162.1,WP_011042310.1	chemotaxis protein CheV [Colwellia psychrerythraea 34H],chemotaxis protein [Colwellia psychrerythraea]	0.061	1	1.35e-5	1	1	2733
AAZ25299.1,WP_011042411.1	ferric uptake regulation protein [Colwellia psychrerythraea 34H],MULTISPECIES: ferric iron uptake transcriptional regulator [Colwellia]	0.088	1	2.83e-5	1	1	2734
AAZ25311.1,WP_011044720.1	hypothetical protein CPS_3976 [Colwellia psychrerythraea 34H],MULTISPECIES: DUF3450 domain-containing protein [Colwellia]	0.044	1	1.52e-5	1	1	2735
AAZ25582.1	TonB-dependent receptor [Colwellia psychrerythraea 34H]	0.008	1	4.40e-6	1	1	2736
WP_041736667.1	TonB-dependent receptor [Colwellia psychrerythraea]	0.009	1	4.43e-6	1	1	2736
AAZ25813.1,WP_011042755.1	hypothetical protein CPS_1931 [Colwellia psychrerythraea 34H],MULTISPECIES: porin [Colwellia]	0.036	1	1.06e-5	1	1	2737
AAZ26612.1,WP_011045259.1,sp|Q47VJ4.1|MURA_COLP3	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [Colwellia psychrerythraea 34H],UDP-N-acetylglucosamine 1-carboxyvinyltransferase [Colwellia psychrerythraea],RecName: Full=UDP-N-acetylglucosamine 1-carboxyvinyltransferase; AltName: Full=Enoylpyruvate transferase; AltName: Full=UDP-N-acetylglucosamine enolpyruvyl transferase; Short=EPT	0.052	1	9.91e-6	1	1	2738
AAZ26616.1,WP_011045135.1	hypothetical protein CPS_4405 [Colwellia psychrerythraea 34H],class I SAM-dependent methyltransferase [Colwellia psychrerythraea]	0.023	1	1.39e-5	1	1	2739
AAZ26635.1,sp|Q48AW0.1|ATPB_COLP3,WP_011040937.1	ATP synthase F1, beta subunit [Colwellia psychrerythraea 34H],RecName: Full=ATP synthase subunit beta; AltName: Full=ATP synthase F1 sector subunit beta; AltName: Full=F-ATPase subunit beta,MULTISPECIES: F0F1 ATP synthase subunit beta [Colwellia]	0.046	1	9.03e-6	1	1	2740
AAZ26703.1,WP_011045345.1	ribonuclease R [Colwellia psychrerythraea 34H],ribonuclease R [Colwellia psychrerythraea]	0.008	1	5.04e-6	1	1	2741
AAZ27220.1,WP_011042923.1	glycosyl transferase, group 2 family protein [Colwellia psychrerythraea 34H],glycosyltransferase family 2 protein [Colwellia psychrerythraea]	0.118	1	1.53e-5	1	1	2742
AAZ27305.1,WP_011042113.1,sp|Q486J6.1|GCSP1_COLP3	glycine dehydrogenase [Colwellia psychrerythraea 34H],aminomethyl-transferring glycine dehydrogenase [Colwellia psychrerythraea],RecName: Full=Glycine dehydrogenase (decarboxylating) 1; AltName: Full=Glycine cleavage system P-protein 1; AltName: Full=Glycine decarboxylase 1; AltName: Full=Glycine dehydrogenase (aminomethyl-transferring) 1	0.018	1	4.31e-6	1	0	2743
AAZ27421.1,WP_011044026.1	polysaccharide biosynthesis/export protein [Colwellia psychrerythraea 34H],polysaccharide biosynthesis/export family protein [Colwellia psychrerythraea]	0.028	1	9.79e-6	1	1	2744
AAZ27797.1,WP_011042397.1	outer membrane protein, OMP85 family [Colwellia psychrerythraea 34H],MULTISPECIES: outer membrane protein assembly factor BamA [Colwellia]	0.012	1	5.10e-6	1	1	2745
AAZ28077.1,WP_011044713.1	putative lipoprotein [Colwellia psychrerythraea 34H],alpha-2-macroglobulin family protein [Colwellia psychrerythraea]	0.005	1	2.50e-6	1	1	2746
AAZ28503.1	hypothetical protein CPS_1591 [Colwellia psychrerythraea 34H]	0.119	1	1.77e-5	1	1	2747
WP_238383597.1	hypothetical protein [Colwellia psychrerythraea]	0.113	1	1.68e-5	1	1	2747
AAZ28625.1,WP_011043608.1	NAD-glutamate dehydrogenase family protein [Colwellia psychrerythraea 34H],MULTISPECIES: NAD-glutamate dehydrogenase [Colwellia]	0.004	1	2.57e-6	1	1	2748
AAZ28657.1,WP_011044234.1	antioxidant, AhpC/Tsa family [Colwellia psychrerythraea 34H],MULTISPECIES: peroxiredoxin [Colwellia]	0.055	1	2.07e-5	1	1	2749
CAR80579.1,AAZ25629.1,CBX84050.1,WP_011042393.1	unnamed protein product [Colwellia psychrerythraea 34H],undecaprenyl diphosphate synthase [Colwellia psychrerythraea 34H],polyprenyl diphosphate synthase [Colwellia psychrerythraea]	0.031	1	1.64e-5	1	1	2750
CAW62245.1,WP_011045342.1,AAZ25522.1,sp|Q47VB1.1|F16PA_COLP3,CBC43043.1	unnamed protein product [Colwellia psychrerythraea 34H],class 1 fructose-bisphosphatase [Colwellia psychrerythraea],fructose-1,6-bisphosphatase [Colwellia psychrerythraea 34H],RecName: Full=Fructose-1,6-bisphosphatase class 1; Short=FBPase class 1; AltName: Full=D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1	0.084	1	1.29e-5	1	1	2751
WP_011041455.1,AAZ26514.1	5-histidylcysteine sulfoxide synthase [Colwellia psychrerythraea],hypothetical protein CPS_0605 [Colwellia psychrerythraea 34H]	0.009	1	5.57e-6	1	1	2752
WP_011041475.1,AAZ24190.1,sp|Q488Y9.1|RS4_COLP3	MULTISPECIES: 30S ribosomal protein S4 [Colwellia],ribosomal protein S4 [Colwellia psychrerythraea 34H],RecName: Full=Small ribosomal subunit protein uS4; AltName: Full=30S ribosomal protein S4	0.034	1	2.02e-5	1	1	2753
WP_011041572.1,AAZ27593.1	MULTISPECIES: alpha/beta hydrolase [Colwellia],hydrolase, alpha/beta hydrolase fold family [Colwellia psychrerythraea 34H]	0.017	1	8.67e-6	1	1	2754
WP_011041611.1,AAZ26530.1	glutamate synthase subunit beta [Colwellia psychrerythraea],glutamate synthase, NADH/NADPH, small subunit [Colwellia psychrerythraea 34H]	0.020	1	8.39e-6	1	0	2755
WP_011042109.1,AAZ26073.1	2-octaprenyl-6-methoxyphenyl hydroxylase [Colwellia psychrerythraea],2-octaprenyl-6-methoxyphenol hydroxylase [Colwellia psychrerythraea 34H]	0.023	1	9.53e-6	1	1	2756
WP_011042221.1,AAZ27738.1	DUF1365 domain-containing protein [Colwellia psychrerythraea],hypothetical protein CPS_1384 [Colwellia psychrerythraea 34H]	0.033	1	1.53e-5	1	1	2757
WP_011042426.1,AAZ27825.1	DEAD/DEAH box helicase [Colwellia psychrerythraea],ATP-dependent RNA helicase, DEAD box family [Colwellia psychrerythraea 34H]	0.020	1	9.15e-6	1	0	2758
gi|223999483|ref|XP_002289414.1|,gi|220974622|gb|EED92951.1|	atp-dependent RNA helicase [Thalassiosira pseudonana CCMP1335]	0.018	1	8.43e-6	1	0	2758
WP_011042695.1,AAZ27856.1	MULTISPECIES: cyanophycin synthetase [Colwellia],cyanophycin synthetase [Colwellia psychrerythraea 34H]	0.013	1	4.43e-6	1	1	2759
WP_011042794.1,sp|Q483R6.1|TYPH_COLP3,AAZ26339.1	thymidine phosphorylase [Colwellia psychrerythraea],RecName: Full=Thymidine phosphorylase; AltName: Full=TdRPase,thymidine phosphorylase [Colwellia psychrerythraea 34H]	0.039	1	9.50e-6	1	1	2760
WP_011042904.1,AAZ25455.1	alpha-hydroxy acid oxidase [Colwellia psychrerythraea],FMN-dependent dehydrogenase [Colwellia psychrerythraea 34H]	0.034	1	1.09e-5	1	1	2761
WP_011043125.1,AAZ27513.1	AI-2E family transporter [Colwellia psychrerythraea],putative membrane protein [Colwellia psychrerythraea 34H]	0.028	1	1.18e-5	1	1	2762
AAZ24502.1	hypothetical protein CPS_2314 [Colwellia psychrerythraea 34H]	0.250	1	1.04e-4	1	1	2762
WP_011043234.1,AAZ25405.1	B12-binding domain-containing radical SAM protein [Colwellia psychrerythraea],radical SAM domain/B12 binding domain protein [Colwellia psychrerythraea 34H]	0.015	1	7.55e-6	1	1	2763
WP_011043611.1,AAZ27540.1	DUF1329 domain-containing protein [Colwellia psychrerythraea],hypothetical protein CPS_2805 [Colwellia psychrerythraea 34H]	0.015	1	9.19e-6	1	1	2764
WP_011043956.1,AAZ26006.1	MULTISPECIES: exodeoxyribonuclease III [Colwellia],exodeoxyribonuclease III [Colwellia psychrerythraea 34H]	0.067	1	1.55e-5	1	1	2765
WP_011044547.1,AAZ27713.1	MULTISPECIES: amidophosphoribosyltransferase [Colwellia],amidophosphoribosyltransferase [Colwellia psychrerythraea 34H]	0.022	1	8.24e-6	1	0	2766
WP_011044657.1,CBM38110.1,AAZ27465.1	ATP-dependent chaperone ClpB [Colwellia psychrerythraea],unnamed protein product [Colwellia psychrerythraea 34H],ATP-dependent chaperone protein ClpB [Colwellia psychrerythraea 34H]	0.009	1	4.83e-6	1	0	2767
WP_011044683.1,AAZ28241.1	2Fe-2S iron-sulfur cluster-binding protein [Colwellia psychrerythraea],pyridoxamine 5'-phosphate oxidase / oxidoreductase, NAD-dependent [Colwellia psychrerythraea 34H]	0.014	1	7.46e-6	1	1	2768
WP_011044730.1,AAZ27233.1	hypothetical protein [Colwellia psychrerythraea],hypothetical protein CPS_3986 [Colwellia psychrerythraea 34H]	0.098	1	1.85e-5	1	1	2769
WP_011045148.1,AAZ24335.1	MULTISPECIES: sigma-54-dependent transcriptional regulator [Colwellia],sigma-54 dependent DNA-binding response regulator [Colwellia psychrerythraea 34H]	0.036	1	9.25e-6	1	1	2770
WP_011045272.1,AAZ28160.1	MULTISPECIES: RNA polymerase factor sigma-54 [Colwellia],RNA polymerase sigma-54 factor [Colwellia psychrerythraea 34H]	0.022	1	8.24e-6	1	1	2771
WP_011045519.1,AAZ27712.1	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase [Colwellia psychrerythraea],aconitate hydratase 2 [Colwellia psychrerythraea 34H]	0.019	1	4.82e-6	1	1	2772
WP_041737125.1	Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha [Colwellia psychrerythraea]	0.028	1	1.05e-5	1	1	2773
WP_187148276.1	TonB-dependent siderophore receptor [Colwellia psychrerythraea]	0.022	1	5.68e-6	1	1	2774
AAZ25118.1	tonB-dependent siderophore receptor [Colwellia psychrerythraea 34H]	0.022	1	5.77e-6	1	1	2774
WP_238383577.1	TatD family hydrolase [Colwellia psychrerythraea]	0.040	1	1.51e-5	1	1	2775
AAZ26936.1	deoxyribonuclease TatD [Colwellia psychrerythraea 34H]	0.041	1	1.54e-5	1	1	2775
WP_238383584.1	VOC family protein [Colwellia psychrerythraea]	0.102	1	2.83e-5	1	1	2776
AAZ26518.1	glyoxalase family protein [Colwellia psychrerythraea 34H]	0.115	1	3.20e-5	1	1	2776
WP_238383602.1	ubiquinone anaerobic biosynthesis accessory factor UbiT [Colwellia psychrerythraea]	0.035	1	2.10e-5	1	1	2777
AAZ26543.1	SCP-2 sterol transfer family protein [Colwellia psychrerythraea 34H]	0.044	1	2.63e-5	1	1	2777
gi|169639643|gb|ACA60905.1|	gag-pol polyprotein [Thalassiosira pseudonana]	0.005	1	2.80e-6	1	1	2778
gi|169639660|gb|ACA60915.1|	gag protein [Thalassiosira pseudonana]	0.116	1	1.61e-5	1	1	2779
gi|1907654362|gb|QNU41022.1|,gi|1907654360|gb|QNU41021.1|	PetF, partial [Thalassiosira pseudonana]	0.200	1	8.33e-5	1	0	2780
gi|1907654364|gb|QNU41023.1|	PetF, partial [Thalassiosira pseudonana]	0.263	1	1.10e-4	1	0	2780
gi|1907654358|gb|QNU41020.1|	PetF, partial [Thalassiosira pseudonana]	0.270	1	1.13e-4	1	0	2780
gi|20306864|gb|AAH28356.1|	(CONTAMINANT) Keratin 23, isoform a [Homo sapiens]	0.021	1	9.86e-6	1	0	2781
gi|2050584388|gb|QWM92930.1|,gi|74325183|ref|YP_316603.1|,gi|74100249|gb|AAZ99410.1|	ribosomal protein S7 (mitochondrion) [Thalassiosira pseudonana]	0.072	1	2.99e-5	1	1	2782
gi|2050584549|gb|QWM93090.1|,gi|118411171|ref|YP_874565.1|,gi|118411235|ref|YP_874629.1|,gi|125987509|sp|A0T0V3.1|PSBY_THAPS,gi|2050584485|gb|QWM93026.1|,gi|116739982|gb|ABK20852.1|,gi|116739918|gb|ABK20788.1|	Y protein of photosystem II (chloroplast) [Thalassiosira pseudonana],photosystem II protein Y (chloroplast) [Thalassiosira pseudonana],RecName: Full=Photosystem II reaction center protein Y	0.222	1	1.16e-4	1	1	2783
gi|209583391|gb|ACI64077.1|,gi|224011171|ref|XP_002295360.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.043	1	8.19e-6	1	1	2784
gi|209583418|gb|ACI64104.1|,gi|224011225|ref|XP_002295387.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.025	1	9.40e-6	1	1	2785
gi|209583432|gb|ACI64118.1|,gi|224011253|ref|XP_002295401.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.017	1	6.96e-6	1	1	2786
gi|209583495|gb|ACI64181.1|,gi|224011379|ref|XP_002295464.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.027	1	5.56e-6	1	1	2787
gi|209583501|gb|ACI64187.1|,gi|224011391|ref|XP_002295470.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.044	1	1.52e-5	1	1	2788
gi|209583598|gb|ACI64284.1|,gi|224011585|ref|XP_002295567.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.017	1	4.18e-6	1	1	2789
gi|209583607|gb|ACI64293.1|,gi|224011603|ref|XP_002295576.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.104	1	4.34e-5	1	1	2790
gi|209583661|gb|ACI64347.1|,gi|224011711|ref|XP_002295630.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.038	1	1.22e-5	1	1	2791
gi|209583686|gb|ACI64372.1|,gi|224011761|ref|XP_002295655.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.021	1	9.66e-6	1	1	2792
gi|209585723|gb|ACI64408.1|,gi|224004080|ref|XP_002295691.1|	superoxide dismutase (Fe) [Thalassiosira pseudonana CCMP1335]	0.040	1	1.83e-5	1	1	2793
gi|209585750|gb|ACI64435.1|,gi|224004134|ref|XP_002295718.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.025	1	1.05e-5	1	1	2794
gi|209585860|gb|ACI64545.1|,gi|224004354|ref|XP_002295828.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.062	1	1.51e-5	1	1	2795
gi|209585907|gb|ACI64592.1|,gi|224004448|ref|XP_002295875.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.022	1	7.12e-6	1	1	2796
gi|209585934|gb|ACI64619.1|,gi|224004502|ref|XP_002295902.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.017	1	6.25e-6	1	1	2797
gi|209585939|gb|ACI64624.1|,gi|224004512|ref|XP_002295907.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.012	1	3.70e-6	1	1	2798
gi|209585950|gb|ACI64635.1|,gi|224004534|ref|XP_002295918.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.213	1	6.82e-5	1	1	2799
gi|209585986|gb|ACI64671.1|,gi|224004606|ref|XP_002295954.1|	triose phosphate isomerase [Thalassiosira pseudonana CCMP1335]	0.039	1	1.48e-5	1	1	2800
gi|209586004|gb|ACI64689.1|,gi|224004642|ref|XP_002295972.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.011	1	4.05e-6	1	1	2801
gi|209586019|gb|ACI64704.1|,gi|224004672|ref|XP_002295987.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.103	1	3.56e-5	1	1	2802
gi|209586031|gb|ACI64716.1|,gi|224004696|ref|XP_002295999.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.013	1	3.49e-6	1	1	2803
gi|209586036|gb|ACI64721.1|,gi|224004706|ref|XP_002296004.1|	protein a serine carboxypeptidase domain-containing protein [Thalassiosira pseudonana CCMP1335]	0.016	1	8.34e-6	1	1	2804
gi|209586041|gb|ACI64726.1|,gi|224004716|ref|XP_002296009.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.009	1	3.26e-6	1	1	2805
gi|209586056|gb|ACI64741.1|,gi|224004746|ref|XP_002296024.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.038	1	1.33e-5	1	1	2806
gi|209586074|gb|ACI64759.1|,gi|224004782|ref|XP_002296042.1|	RNA-binding protein of the pumilio family [Thalassiosira pseudonana CCMP1335]	0.018	1	6.25e-6	1	1	2807
gi|209586078|gb|ACI64763.1|,gi|224004790|ref|XP_002296046.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.023	1	5.54e-6	1	1	2808
gi|209586172|gb|ACI64857.1|,gi|224004978|ref|XP_002296140.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.032	1	1.12e-5	1	1	2809
gi|209586201|gb|ACI64886.1|,gi|224005036|ref|XP_002296169.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.028	1	6.81e-6	1	1	2810
gi|209586303|gb|ACI64988.1|,gi|224005240|ref|XP_002296271.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.031	1	1.60e-5	1	1	2811
gi|209586306|gb|ACI64991.1|,gi|224005246|ref|XP_002296274.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.016	1	5.09e-6	1	1	2812
gi|209586348|gb|ACI65033.1|,gi|224005330|ref|XP_002296316.1|	ADP-ribosylation factor like protein [Thalassiosira pseudonana CCMP1335]	0.101	1	2.34e-5	1	1	2813
gi|220967805|gb|EED86181.1|,gi|116739868|gb|ABK20738.1|,gi|118411121|ref|YP_874515.1|,gi|2050584458|gb|QWM92999.1|,gi|224015786|ref|XP_002297541.1|	hypothetical protein THAPSDRAFT_bd2063 [Thalassiosira pseudonana CCMP1335],conserved hypothetical protein (chloroplast) [Thalassiosira pseudonana],hypothetical protein ThpsCp026 (chloroplast) [Thalassiosira pseudonana],hypothetical protein RF45 (chloroplast) [Thalassiosira pseudonana]	0.024	1	9.17e-6	1	1	2814
gi|220967824|gb|EED86198.1|,gi|224015698|ref|XP_002297498.1|	amino acid/polyamine transporter, partial [Thalassiosira pseudonana CCMP1335]	0.043	1	9.91e-6	1	1	2815
gi|220967926|gb|EED86295.1|,gi|224015547|ref|XP_002297425.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.044	1	1.02e-5	1	1	2816
gi|220968023|gb|EED86381.1|,gi|224015306|ref|XP_002297310.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.008	1	2.97e-6	1	1	2817
gi|220968070|gb|EED86426.1|,gi|224015236|ref|XP_002297276.1|	sec1-family transport protein, partial [Thalassiosira pseudonana CCMP1335]	0.018	1	9.11e-6	1	1	2818
gi|220968122|gb|EED86472.1|,gi|224014972|ref|XP_002297147.1|	2-dehydro-3-deoxyphosphoheptonate aldolase [Thalassiosira pseudonana CCMP1335]	0.035	1	9.15e-6	1	0	2819
gi|220968132|gb|EED86482.1|,gi|224014992|ref|XP_002297157.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.053	1	1.59e-5	1	1	2820
gi|220968214|gb|EED86563.1|,gi|224014867|ref|XP_002297095.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.055	1	1.64e-5	1	1	2821
gi|220968217|gb|EED86566.1|,gi|224014873|ref|XP_002297098.1|	Hypothetical protein THAPSDRAFT_264621, partial [Thalassiosira pseudonana CCMP1335],THAPSDRAFT_264621, partial [Thalassiosira pseudonana CCMP1335]	0.010	1	4.28e-6	1	1	2822
gi|220968231|gb|EED86580.1|,gi|224014901|ref|XP_002297112.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.037	1	1.53e-5	1	1	2823
gi|220968320|gb|EED86668.1|,gi|224014556|ref|XP_002296940.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.010	1	3.95e-6	1	1	2824
gi|220968444|gb|EED86792.1|,gi|224014804|ref|XP_002297064.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.007	1	2.81e-6	1	1	2825
gi|220977393|gb|EED95719.1|,gi|223992789|ref|XP_002286078.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.013	1	4.96e-6	1	1	2825
gi|220968449|gb|EED86797.1|,gi|224014814|ref|XP_002297069.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.097	1	5.78e-5	1	1	2826
gi|220968467|gb|EED86815.1|,gi|224014850|ref|XP_002297087.1|	vacuolar protein sorting-associated protein [Thalassiosira pseudonana CCMP1335]	0.017	1	9.84e-6	1	1	2827
gi|220971260|gb|EED89595.1|,gi|224008350|ref|XP_002293134.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.017	1	9.84e-6	1	1	2827
gi|220968478|gb|EED86825.1|,gi|224014357|ref|XP_002296841.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.027	1	1.63e-5	1	1	2828
gi|220968482|gb|EED86829.1|,gi|224014365|ref|XP_002296845.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.060	1	1.19e-5	1	1	2829
gi|220968517|gb|EED86864.1|,gi|224014435|ref|XP_002296880.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.028	1	4.85e-6	1	1	2830
gi|220968604|gb|EED86950.1|,gi|224014172|ref|XP_002296749.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.049	1	1.01e-5	1	1	2831
gi|220968679|gb|EED87025.1|,gi|224014322|ref|XP_002296824.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.007	1	3.20e-6	1	1	2832
gi|220968701|gb|EED87046.1|,gi|224013975|ref|XP_002296651.1|	chloride channel protein 7, partial [Thalassiosira pseudonana CCMP1335]	0.013	1	6.11e-6	1	1	2833
gi|220968713|gb|EED87058.1|,gi|224013999|ref|XP_002296663.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.019	1	6.60e-6	1	1	2834
gi|220968786|gb|EED87130.1|,gi|224013540|ref|XP_002296434.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.010	1	3.82e-6	1	1	2835
gi|220968898|gb|EED87242.1|,gi|224013764|ref|XP_002296546.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.033	1	5.94e-6	1	1	2836
gi|220968900|gb|EED87244.1|,gi|224013768|ref|XP_002296548.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.014	1	7.26e-6	1	1	2837
