Protein(s)	Protein Description(s)	Sequence Coverage	PSMs	NSAF	Distinct Peptides	Unique Peptides	Protein Group Number
gi|220976288|gb|EED94615.1|,gi|223994977|ref|XP_002287172.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.078	6	7.50e-5	2	2	1550
gi|220976366|gb|EED94693.1|,gi|223995133|ref|XP_002287250.1|	glucokinase, partial [Thalassiosira pseudonana CCMP1335]	0.150	6	8.73e-5	3	3	1551
gi|220976672|gb|EED94999.1|,gi|223995765|ref|XP_002287556.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.034	6	1.27e-5	5	0	1552
gi|220976780|gb|EED95107.1|,gi|223995981|ref|XP_002287664.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.114	6	1.19e-4	2	2	1553
gi|220976849|gb|EED95176.1|,gi|223996119|ref|XP_002287733.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.176	6	1.34e-4	3	3	1554
gi|220977065|gb|EED95392.1|,gi|223996551|ref|XP_002287949.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.178	6	6.28e-5	5	5	1555
gi|220977076|gb|EED95403.1|,gi|223996573|ref|XP_002287960.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.053	6	2.70e-5	5	5	1556
gi|220977199|gb|EED95526.1|,gi|223996819|ref|XP_002288083.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.098	6	6.09e-5	3	3	1557
gi|220977745|gb|EED96071.1|,gi|223993493|ref|XP_002286430.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.215	6	8.14e-5	5	5	1558
gi|220978128|gb|EED96454.1|,gi|223994259|ref|XP_002286813.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.110	6	8.08e-5	3	3	1559
gi|220978172|gb|EED96498.1|,gi|223994347|ref|XP_002286857.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.079	6	3.66e-5	4	4	1560
gi|223992531|ref|XP_002285949.1|,gi|220977264|gb|EED95590.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.080	6	6.21e-5	3	3	1561
gi|223993485|ref|XP_002286426.1|,gi|220977741|gb|EED96067.1|	mu subunit of AP4-like protein [Thalassiosira pseudonana CCMP1335]	0.131	6	5.53e-5	5	5	1562
gi|223993513|ref|XP_002286440.1|,gi|220977755|gb|EED96081.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.071	6	3.84e-5	3	3	1563
gi|223993869|ref|XP_002286618.1|,gi|220977933|gb|EED96259.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.094	6	6.05e-5	3	3	1564
gi|223994081|ref|XP_002286724.1|,gi|220978039|gb|EED96365.1|	prephenate dehydratase, partial [Thalassiosira pseudonana CCMP1335]	0.166	6	8.14e-5	4	4	1565
gi|223994737|ref|XP_002287052.1|,gi|220978367|gb|EED96693.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.118	6	6.14e-5	3	3	1566
gi|223995249|ref|XP_002287308.1|,gi|220976424|gb|EED94751.1|	canine-like rab-type small G protein [Thalassiosira pseudonana CCMP1335]	0.280	6	1.29e-4	4	3	1567
gi|223995257|ref|XP_002287312.1|,gi|220976428|gb|EED94755.1|	signal recognition particle 54 kDA subunit [Thalassiosira pseudonana CCMP1335]	0.121	6	5.14e-5	5	5	1568
gi|223995397|ref|XP_002287382.1|,gi|220976498|gb|EED94825.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.079	6	3.78e-5	5	5	1569
gi|223995787|ref|XP_002287567.1|,gi|220976683|gb|EED95010.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.053	6	2.80e-5	4	4	1570
gi|223996219|ref|XP_002287783.1|,gi|220976899|gb|EED95226.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.140	6	8.35e-5	2	2	1571
gi|223996267|ref|XP_002287807.1|,gi|220976923|gb|EED95250.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.039	6	4.89e-5	2	2	1572
gi|223996277|ref|XP_002287812.1|,gi|220976928|gb|EED95255.1|	probable 3-oxoacyl-reductase domain containing protein [Thalassiosira pseudonana CCMP1335]	0.163	6	9.50e-5	4	4	1573
gi|223997174|ref|XP_002288260.1|,gi|220975368|gb|EED93696.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.176	6	1.22e-4	3	3	1574
gi|223997196|ref|XP_002288271.1|,gi|220975379|gb|EED93707.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.056	6	2.05e-5	5	5	1575
gi|223997392|ref|XP_002288369.1|,gi|220975477|gb|EED93805.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.163	6	6.68e-5	4	4	1576
gi|223997556|ref|XP_002288451.1|,gi|220975559|gb|EED93887.1|	ABC transporter [Thalassiosira pseudonana CCMP1335]	0.072	6	4.07e-5	4	3	1577
gi|223997708|ref|XP_002288527.1|,gi|220975635|gb|EED93963.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.118	6	4.41e-5	4	3	1578
gi|223997722|ref|XP_002288534.1|,gi|220975642|gb|EED93970.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.082	6	8.52e-5	2	2	1579
gi|223997970|ref|XP_002288658.1|,gi|220975766|gb|EED94094.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.071	6	5.06e-5	3	3	1580
gi|223998416|ref|XP_002288881.1|,gi|220975989|gb|EED94317.1|	serine threonine protein phosphatase [Thalassiosira pseudonana CCMP1335]	0.114	6	7.69e-5	3	2	1581
gi|223998508|ref|XP_002288927.1|,gi|220976035|gb|EED94363.1|	ABC transporter [Thalassiosira pseudonana CCMP1335]	0.069	6	3.74e-5	4	4	1582
gi|223998866|ref|XP_002289106.1|,gi|220976214|gb|EED94542.1|	acyl-coa-binding protein [Thalassiosira pseudonana CCMP1335]	0.241	6	2.23e-4	3	3	1583
gi|223998973|ref|XP_002289159.1|,gi|220974367|gb|EED92696.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.393	6	2.97e-4	4	4	1584
gi|223999011|ref|XP_002289178.1|,gi|220974386|gb|EED92715.1|	phospholipase, partial [Thalassiosira pseudonana CCMP1335]	0.111	6	1.20e-4	2	2	1585
gi|223999019|ref|XP_002289182.1|,gi|220974390|gb|EED92719.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.045	6	2.51e-5	3	3	1586
gi|223999509|ref|XP_002289427.1|,gi|220974635|gb|EED92964.1|	hypothetical protein THAPSDRAFT_22368 [Thalassiosira pseudonana CCMP1335]	0.183	6	6.54e-5	4	4	1587
gi|223999985|ref|XP_002289665.1|,gi|220974873|gb|EED93202.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.042	6	1.99e-5	4	4	1588
gi|224000343|ref|XP_002289844.1|,gi|220975052|gb|EED93381.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.201	6	9.15e-5	4	4	1589
gi|224000351|ref|XP_002289848.1|,gi|220975056|gb|EED93385.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.102	6	2.96e-5	5	5	1590
gi|224000383|ref|XP_002289864.1|,gi|220975072|gb|EED93401.1|	RL34, ribosomal protein 34 60S large ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.204	6	2.21e-4	3	3	1591
gi|224000485|ref|XP_002289915.1|,gi|220975123|gb|EED93452.1|	ran binding protein 7 [Thalassiosira pseudonana CCMP1335]	0.062	6	2.33e-5	5	5	1592
gi|224000595|ref|XP_002289970.1|,gi|220975178|gb|EED93507.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.094	6	7.81e-5	2	2	1593
gi|224000868|ref|XP_002290106.1|,gi|220973528|gb|EED91858.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.191	6	1.29e-4	2	2	1594
gi|224001160|ref|XP_002290252.1|,gi|220973674|gb|EED92004.1|	replication protein A2, partial [Thalassiosira pseudonana CCMP1335]	0.208	6	8.67e-5	4	4	1595
gi|224001290|ref|XP_002290317.1|,gi|220973739|gb|EED92069.1|	aldo-keto reductase [Thalassiosira pseudonana CCMP1335],aldo-keto reductase, partial [Thalassiosira pseudonana CCMP1335]	0.216	6	8.19e-5	5	5	1596
gi|224002018|ref|XP_002290681.1|,gi|220974103|gb|EED92433.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.214	6	6.96e-5	5	5	1597
gi|224002082|ref|XP_002290713.1|,gi|220974135|gb|EED92465.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.055	6	9.15e-5	1	1	1598
gi|224002454|ref|XP_002290899.1|,gi|220974321|gb|EED92651.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.038	6	1.76e-5	5	5	1599
gi|224002935|ref|XP_002291139.1|,gi|220972915|gb|EED91246.1|	sideroflexin 5 [Thalassiosira pseudonana CCMP1335]	0.201	6	7.48e-5	4	4	1600
gi|224003895|ref|XP_002291619.1|,gi|220973395|gb|EED91726.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.134	6	9.87e-5	4	4	1601
gi|224004102|ref|XP_002295702.1|,gi|209585734|gb|ACI64419.1|	dehydroascorbate reductase and valine--tRNA ligase-like protein-like protein [Thalassiosira pseudonana CCMP1335]	0.205	6	8.27e-5	4	4	1602
gi|224004184|ref|XP_002295743.1|,gi|209585775|gb|ACI64460.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.195	6	8.24e-5	4	4	1603
gi|224004376|ref|XP_002295839.1|,gi|209585871|gb|ACI64556.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.150	6	7.37e-5	4	4	1604
gi|224006279|ref|XP_002292100.1|,gi|220972619|gb|EED90951.1|	precursor of hydrogenase glutaryl-coa dehydrogenase [Thalassiosira pseudonana CCMP1335]	0.128	6	5.31e-5	5	5	1605
gi|224006397|ref|XP_002292159.1|,gi|220972678|gb|EED91010.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.434	6	2.21e-4	3	3	1606
gi|224006854|ref|XP_002292387.1|,gi|220972029|gb|EED90362.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.078	6	6.06e-5	2	2	1607
gi|224006954|ref|XP_002292437.1|,gi|220972079|gb|EED90412.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.101	6	3.31e-5	5	5	1608
gi|224007048|ref|XP_002292484.1|,gi|220972126|gb|EED90459.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.147	6	8.52e-5	3	3	1609
gi|224007757|ref|XP_002292838.1|,gi|220971700|gb|EED90034.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.158	6	5.79e-5	5	5	1610
gi|224008254|ref|XP_002293086.1|,gi|220971212|gb|EED89547.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.073	6	4.68e-5	4	0	1611
gi|224008396|ref|XP_002293157.1|,gi|220971283|gb|EED89618.1|	acyl-coa oxidase, partial [Thalassiosira pseudonana CCMP1335]	0.083	6	3.65e-5	4	4	1612
gi|224008408|ref|XP_002293163.1|,gi|220971289|gb|EED89624.1|	methionyl-trna synthetase, partial [Thalassiosira pseudonana CCMP1335]	0.106	6	4.51e-5	5	5	1613
gi|224008943|ref|XP_002293430.1|,gi|220970830|gb|EED89166.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.337	6	2.55e-4	2	2	1614
gi|224009271|ref|XP_002293594.1|,gi|220970994|gb|EED89330.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.346	6	1.54e-4	4	4	1615
gi|224009428|ref|XP_002293672.1|,gi|220970344|gb|EED88681.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.075	6	3.69e-5	4	4	1616
gi|224009444|ref|XP_002293680.1|,gi|220970352|gb|EED88689.1|	hypothetical protein THAPSDRAFT_264111, partial [Thalassiosira pseudonana CCMP1335]	0.147	6	2.45e-4	2	2	1617
gi|224009496|ref|XP_002293706.1|,gi|220970378|gb|EED88715.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.121	6	5.13e-5	5	5	1618
gi|224009604|ref|XP_002293760.1|,gi|220970432|gb|EED88769.1|	prolyl 4-hydroxylase alpha subunit, partial [Thalassiosira pseudonana CCMP1335]	0.165	6	1.21e-4	3	2	1619
gi|224009636|ref|XP_002293776.1|,gi|220970448|gb|EED88785.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.074	6	4.02e-5	4	4	1620
gi|224009802|ref|XP_002293859.1|,gi|220970531|gb|EED88868.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.132	6	1.32e-4	2	2	1621
gi|224010135|ref|XP_002294025.1|,gi|220970042|gb|EED88380.1|	sec13-related protein [Thalassiosira pseudonana CCMP1335]	0.171	6	8.22e-5	4	4	1622
gi|224010267|ref|XP_002294091.1|,gi|220970108|gb|EED88446.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.114	6	6.94e-5	3	3	1623
gi|224010457|ref|XP_002294186.1|,gi|220970203|gb|EED88541.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.154	6	9.35e-5	4	4	1624
gi|224010557|ref|XP_002294236.1|,gi|220970253|gb|EED88591.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.128	6	1.34e-4	3	3	1625
gi|224010758|ref|XP_002294336.1|,gi|220969831|gb|EED88170.1|	histidyl tRNA synthetase [Thalassiosira pseudonana CCMP1335]	0.071	6	5.38e-5	4	4	1626
gi|224010914|ref|XP_002294414.1|,gi|220969909|gb|EED88248.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.175	6	9.50e-5	4	4	1627
gi|224011245|ref|XP_002295397.1|,gi|209583428|gb|ACI64114.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.172	6	1.39e-4	2	2	1628
gi|224011914|ref|XP_002294610.1|,gi|220969630|gb|EED87970.1|	fucoxanthin chl a/c protein-deviant sequence, partial [Thalassiosira pseudonana CCMP1335]	0.056	6	1.56e-4	2	2	1629
gi|224013277|ref|XP_002295290.1|,gi|220969013|gb|EED87356.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.059	6	1.84e-4	2	2	1630
gi|224013303|ref|XP_002295303.1|,gi|220969026|gb|EED87369.1|	probable tryptophanyl tRNA synthetase [Thalassiosira pseudonana CCMP1335]	0.180	6	6.17e-5	5	5	1631
gi|224013586|ref|XP_002296457.1|,gi|220968809|gb|EED87153.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.069	6	3.69e-5	4	4	1632
gi|224013908|ref|XP_002296618.1|,gi|220968970|gb|EED87314.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.126	6	4.16e-5	5	5	1633
gi|224014066|ref|XP_002296696.1|,gi|220968551|gb|EED86897.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.182	6	8.27e-5	4	4	1634
gi|224014226|ref|XP_002296776.1|,gi|220968631|gb|EED86977.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.202	6	7.41e-5	5	5	1635
gi|224014632|ref|XP_002296978.1|,gi|220968358|gb|EED86706.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.191	6	5.96e-5	6	6	1636
gi|224015492|ref|XP_002297399.1|,gi|220967938|gb|EED86304.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.030	6	1.74e-5	5	1	1637
gi|224015872|ref|XP_002297581.1|,gi|220967748|gb|EED86130.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.074	6	5.00e-5	3	3	1638
gi|116739955|gb|ABK20825.1|,gi|118411208|ref|YP_874602.1|,gi|2050584512|gb|QWM93053.1|	preprotein translocase subunit secY (chloroplast) [Thalassiosira pseudonana],preprotein translocase subunit SecY (chloroplast) [Thalassiosira pseudonana],subunit Y of preprotein-translocase (chloroplast) [Thalassiosira pseudonana]	0.081	5	4.98e-5	3	3	1639
gi|209583509|gb|ACI64195.1|,gi|224011407|ref|XP_002295478.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.108	5	6.27e-5	3	3	1640
gi|209585736|gb|ACI64421.1|,gi|224004106|ref|XP_002295704.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.135	5	6.23e-5	3	3	1641
gi|209585894|gb|ACI64579.1|,gi|224004422|ref|XP_002295862.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.332	5	7.85e-5	4	4	1642
gi|209585905|gb|ACI64590.1|,gi|224004444|ref|XP_002295873.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.074	5	3.78e-5	3	3	1643
gi|209585948|gb|ACI64633.1|,gi|224004530|ref|XP_002295916.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.095	5	4.37e-5	3	3	1644
gi|209586044|gb|ACI64729.1|,gi|224004722|ref|XP_002296012.1|	glutathione peroxidase, partial [Thalassiosira pseudonana CCMP1335]	0.261	5	1.36e-4	2	2	1645
gi|209586141|gb|ACI64826.1|,gi|224004916|ref|XP_002296109.1|	glucosidase II alpha subunit [Thalassiosira pseudonana CCMP1335]	0.035	5	2.42e-5	3	3	1646
gi|220967855|gb|EED86228.1|,gi|224015679|ref|XP_002297489.1|	hypothetical protein THAPSDRAFT_bd1542 [Thalassiosira pseudonana CCMP1335]	0.037	5	2.09e-5	2	2	1647
gi|220967875|gb|EED86245.1|,gi|224015554|ref|XP_002297428.1|,gi|220973455|gb|EED91785.1|,gi|224000722|ref|XP_002290033.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.036	5	6.16e-5	1	1	1648
gi|220968272|gb|EED86620.1|,gi|224014460|ref|XP_002296892.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.044	5	1.34e-5	4	4	1649
gi|220968743|gb|EED87087.1|,gi|224013454|ref|XP_002296391.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.165	5	9.82e-5	3	3	1650
gi|220968779|gb|EED87123.1|,gi|224013526|ref|XP_002296427.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.021	5	1.34e-5	3	3	1651
gi|220968817|gb|EED87161.1|,gi|224013602|ref|XP_002296465.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.169	5	1.76e-4	2	2	1652
gi|220968895|gb|EED87239.1|,gi|224013758|ref|XP_002296543.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.298	5	5.49e-5	5	5	1653
gi|220969109|gb|EED87451.1|,gi|224012990|ref|XP_002295147.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.031	5	3.24e-5	2	1	1654
gi|220969114|gb|EED87456.1|,gi|224013000|ref|XP_002295152.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.044	5	2.40e-5	3	3	1655
gi|220969147|gb|EED87489.1|,gi|224013066|ref|XP_002295185.1|	hypothetical protein THAPSDRAFT_264925, partial [Thalassiosira pseudonana CCMP1335]	0.255	5	1.33e-4	3	3	1656
gi|220969455|gb|EED87796.1|,gi|224012727|ref|XP_002295016.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.130	5	5.64e-5	3	3	1657
gi|220969467|gb|EED87808.1|,gi|224012751|ref|XP_002295028.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.085	5	3.83e-5	4	4	1658
gi|220969553|gb|EED87894.1|,gi|224012923|ref|XP_002295114.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.154	5	6.82e-5	3	3	1659
gi|220969758|gb|EED88098.1|,gi|224012170|ref|XP_002294738.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.164	5	6.55e-5	3	3	1660
gi|220969937|gb|EED88276.1|,gi|224010970|ref|XP_002294442.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.201	5	6.74e-5	3	3	1661
gi|220970156|gb|EED88494.1|,gi|224010363|ref|XP_002294139.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.185	5	1.60e-4	3	3	1662
gi|220970316|gb|EED88654.1|,gi|224010683|ref|XP_002294299.1|	v-type H+ transporting ATPase, partial [Thalassiosira pseudonana CCMP1335]	0.464	5	1.86e-4	3	3	1663
gi|220970404|gb|EED88741.1|,gi|224009548|ref|XP_002293732.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.235	5	1.53e-4	3	3	1664
gi|220970765|gb|EED89101.1|,gi|224008813|ref|XP_002293365.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.398	5	1.84e-4	3	3	1665
gi|220970839|gb|EED89175.1|,gi|224008961|ref|XP_002293439.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.104	5	4.16e-5	3	3	1666
gi|220970930|gb|EED89266.1|,gi|224009143|ref|XP_002293530.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.019	5	3.10e-5	1	1	1667
gi|220970939|gb|EED89275.1|,gi|224009161|ref|XP_002293539.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.216	5	1.02e-4	3	3	1668
gi|220971096|gb|EED89431.1|,gi|224008022|ref|XP_002292970.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.053	5	2.52e-5	4	4	1669
gi|220971255|gb|EED89590.1|,gi|224008340|ref|XP_002293129.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.057	5	2.02e-5	4	4	1670
gi|220971317|gb|EED89652.1|,gi|224008464|ref|XP_002293191.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.079	5	4.68e-5	3	3	1671
gi|220971525|gb|EED89859.1|,gi|224007407|ref|XP_002292663.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.111	5	6.42e-5	3	3	1672
gi|220971759|gb|EED90093.1|,gi|224007875|ref|XP_002292897.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.180	5	9.86e-5	4	4	1673
gi|220971763|gb|EED90097.1|,gi|224007883|ref|XP_002292901.1|	mitochondrial carrier, partial [Thalassiosira pseudonana CCMP1335]	0.152	5	7.54e-5	3	3	1674
gi|220971864|gb|EED90197.1|,gi|224006524|ref|XP_002292222.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.110	5	7.91e-5	2	2	1675
gi|220971893|gb|EED90226.1|,gi|224006582|ref|XP_002292251.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.132	5	6.87e-5	2	2	1676
gi|220972205|gb|EED90537.1|,gi|224005451|ref|XP_002291686.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.093	5	5.70e-5	2	2	1677
gi|220972854|gb|EED91185.1|,gi|224002813|ref|XP_002291078.1|	biotin synthase, BioB, partial [Thalassiosira pseudonana CCMP1335]	0.164	5	6.31e-5	3	3	1678
gi|220972921|gb|EED91252.1|,gi|224002947|ref|XP_002291145.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.167	5	6.42e-5	4	4	1679
gi|220973066|gb|EED91397.1|,gi|224003237|ref|XP_002291290.1|	ubiquitin conjugating enzyme [Thalassiosira pseudonana CCMP1335]	0.192	5	1.43e-4	3	3	1680
gi|220973221|gb|EED91552.1|,gi|224003547|ref|XP_002291445.1|	histone deacetylase 1p [Thalassiosira pseudonana CCMP1335]	0.136	5	4.63e-5	4	4	1681
gi|220973274|gb|EED91605.1|,gi|224003653|ref|XP_002291498.1|	hypothetical protein THAPSDRAFT_269110 [Thalassiosira pseudonana CCMP1335]	0.139	5	7.82e-5	3	3	1682
gi|220973345|gb|EED91676.1|,gi|224003795|ref|XP_002291569.1|	methionyl-trna formyltransferase, partial [Thalassiosira pseudonana CCMP1335]	0.083	5	6.18e-5	2	2	1683
gi|220973516|gb|EED91846.1|,gi|224000844|ref|XP_002290094.1|	hypothetical protein THAPSDRAFT_22583 [Thalassiosira pseudonana CCMP1335]	0.120	5	8.33e-5	2	2	1684
gi|220973617|gb|EED91947.1|,gi|224001046|ref|XP_002290195.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.134	5	4.11e-5	4	4	1685
gi|220973658|gb|EED91988.1|,gi|224001128|ref|XP_002290236.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.301	5	9.96e-5	5	5	1686
gi|220973723|gb|EED92053.1|,gi|224001258|ref|XP_002290301.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.093	5	5.26e-5	3	2	1687
gi|220973735|gb|EED92065.1|,gi|224001282|ref|XP_002290313.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.040	5	3.07e-5	2	2	1688
gi|220973972|gb|EED92302.1|,gi|224001756|ref|XP_002290550.1|	NAD dependent malic enzyme [Thalassiosira pseudonana CCMP1335]	0.064	5	3.72e-5	4	0	1689
gi|220974026|gb|EED92356.1|,gi|224001864|ref|XP_002290604.1|	hypothetical protein THAPSDRAFT_5225 [Thalassiosira pseudonana CCMP1335]	0.140	5	4.41e-5	4	4	1690
gi|220974038|gb|EED92368.1|,gi|224001888|ref|XP_002290616.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.032	5	2.38e-5	2	2	1691
gi|220974046|gb|EED92376.1|,gi|224001904|ref|XP_002290624.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.116	5	4.38e-5	3	3	1692
gi|220974162|gb|EED92492.1|,gi|224002136|ref|XP_002290740.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.152	5	4.81e-5	4	4	1693
gi|220974189|gb|EED92519.1|,gi|224002190|ref|XP_002290767.1|	structure specific recognition protein 1 [Thalassiosira pseudonana CCMP1335]	0.106	5	2.72e-5	5	5	1694
gi|220974202|gb|EED92532.1|,gi|224002216|ref|XP_002290780.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.103	5	4.29e-5	3	3	1695
gi|220974676|gb|EED93005.1|,gi|223999591|ref|XP_002289468.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.086	5	4.08e-5	4	4	1696
gi|220974682|gb|EED93011.1|,gi|223999603|ref|XP_002289474.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.090	5	5.22e-5	2	2	1697
gi|220974724|gb|EED93053.1|,gi|223999687|ref|XP_002289516.1|	hypothetical protein THAPSDRAFT_268773, partial [Thalassiosira pseudonana CCMP1335],hypothetical protein THAPSDRAFT_268773 [Thalassiosira pseudonana CCMP1335]	0.078	5	4.15e-5	3	3	1698
gi|220974849|gb|EED93178.1|,gi|223999937|ref|XP_002289641.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.067	5	3.18e-5	4	4	1699
gi|220975454|gb|EED93782.1|,gi|223997346|ref|XP_002288346.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.219	5	1.23e-4	2	2	1700
gi|220975604|gb|EED93932.1|,gi|223997646|ref|XP_002288496.1|	arginyl-trna synthetase [Thalassiosira pseudonana CCMP1335]	0.073	5	3.46e-5	4	4	1701
gi|220975821|gb|EED94149.1|,gi|223998080|ref|XP_002288713.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.120	5	3.43e-5	4	4	1702
gi|220975924|gb|EED94252.1|,gi|223998286|ref|XP_002288816.1|	eukaryotic translation initiation factor eIF4G, partial [Thalassiosira pseudonana CCMP1335]	0.141	5	6.85e-5	3	3	1703
gi|220975936|gb|EED94264.1|,gi|223998310|ref|XP_002288828.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.103	5	3.52e-5	4	4	1704
gi|220976042|gb|EED94370.1|,gi|223998522|ref|XP_002288934.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.105	5	5.61e-5	3	3	1705
gi|220976190|gb|EED94518.1|,gi|223998818|ref|XP_002289082.1|	hypothetical protein THAPSDRAFT_22018 [Thalassiosira pseudonana CCMP1335]	0.117	5	3.29e-5	5	5	1706
