Protein(s)	Protein Description(s)	Sequence Coverage	PSMs	NSAF	Distinct Peptides	Unique Peptides	Protein Group Number
gi|223997806|ref|XP_002288576.1|,gi|220975684|gb|EED94012.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.131	3	5.10e-5	2	2	1776
gi|223998058|ref|XP_002288702.1|,gi|220975810|gb|EED94138.1|	leucyl-trna synthetase [Thalassiosira pseudonana CCMP1335]	0.018	3	1.76e-5	1	1	1777
gi|223998164|ref|XP_002288755.1|,gi|220975863|gb|EED94191.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.115	3	1.15e-4	1	1	1778
gi|223998686|ref|XP_002289016.1|,gi|220976124|gb|EED94452.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.068	3	6.00e-5	2	2	1779
gi|223998866|ref|XP_002289106.1|,gi|220976214|gb|EED94542.1|	acyl-coa-binding protein [Thalassiosira pseudonana CCMP1335]	0.321	3	1.43e-4	3	3	1780
gi|223999011|ref|XP_002289178.1|,gi|220974386|gb|EED92715.1|	phospholipase, partial [Thalassiosira pseudonana CCMP1335]	0.111	3	7.68e-5	2	2	1781
gi|223999091|ref|XP_002289218.1|,gi|220974426|gb|EED92755.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.155	3	6.19e-5	2	2	1782
gi|223999149|ref|XP_002289247.1|,gi|220974455|gb|EED92784.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.018	3	2.02e-5	1	1	1783
gi|223999509|ref|XP_002289427.1|,gi|220974635|gb|EED92964.1|	hypothetical protein THAPSDRAFT_22368 [Thalassiosira pseudonana CCMP1335]	0.045	3	4.18e-5	2	2	1784
gi|223999821|ref|XP_002289583.1|,gi|220974791|gb|EED93120.1|	quinolinate synthetase, partial [Thalassiosira pseudonana CCMP1335]	0.058	3	3.10e-5	2	1	1785
gi|223999985|ref|XP_002289665.1|,gi|220974873|gb|EED93202.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.044	3	1.27e-5	3	3	1786
gi|224000059|ref|XP_002289702.1|,gi|220974910|gb|EED93239.1|	beta subunit of clathrin adaptor complex AP2 [Thalassiosira pseudonana CCMP1335]	0.029	3	1.87e-5	2	2	1787
gi|224000139|ref|XP_002289742.1|,gi|220974950|gb|EED93279.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.074	3	3.13e-5	2	2	1788
gi|224000193|ref|XP_002289769.1|,gi|220974977|gb|EED93306.1|	RL11A, ribosomal protein 11A 60S large ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.153	3	9.02e-5	2	2	1789
gi|224000205|ref|XP_002289775.1|,gi|220974983|gb|EED93312.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.034	3	3.91e-5	1	1	1790
gi|224000251|ref|XP_002289798.1|,gi|220975006|gb|EED93335.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.024	3	2.95e-5	1	1	1791
gi|224000533|ref|XP_002289939.1|,gi|220975147|gb|EED93476.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.100	3	5.01e-5	2	2	1792
gi|224000651|ref|XP_002289998.1|,gi|220975206|gb|EED93535.1|	RS13, ribosomal protein 13 40S small ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.079	3	1.06e-4	1	1	1793
gi|224000703|ref|XP_002290024.1|,gi|220975232|gb|EED93561.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.066	3	3.00e-5	2	2	1794
gi|224000713|ref|XP_002290029.1|,gi|220975237|gb|EED93566.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.042	3	2.60e-5	2	2	1795
gi|224000756|ref|XP_002290050.1|,gi|220973472|gb|EED91802.1|	hypothetical protein THAPSDRAFT_262381, partial [Thalassiosira pseudonana CCMP1335]	0.253	3	2.13e-4	2	2	1796
gi|224000830|ref|XP_002290087.1|,gi|220973509|gb|EED91839.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.042	3	5.64e-5	1	1	1797
gi|224000836|ref|XP_002290090.1|,gi|220973512|gb|EED91842.1|	phosphatase of serine threonine protein phosphatase [Thalassiosira pseudonana CCMP1335]	0.060	3	5.02e-5	2	2	1798
gi|224001088|ref|XP_002290216.1|,gi|220973638|gb|EED91968.1|	WD40-repeat protein [Thalassiosira pseudonana CCMP1335]	0.041	3	3.49e-5	2	2	1799
gi|224001252|ref|XP_002290298.1|,gi|220973720|gb|EED92050.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.007	3	1.18e-5	1	1	1800
gi|224001310|ref|XP_002290327.1|,gi|220973749|gb|EED92079.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.103	3	6.07e-5	2	2	1801
gi|224001778|ref|XP_002290561.1|,gi|220973983|gb|EED92313.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.026	3	1.51e-5	2	2	1802
gi|224001820|ref|XP_002290582.1|,gi|220974004|gb|EED92334.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.053	3	6.10e-5	2	2	1803
gi|224002100|ref|XP_002290722.1|,gi|220974144|gb|EED92474.1|	nuclear copy of photosystem II protein psbW, partial [Thalassiosira pseudonana CCMP1335]	0.115	3	1.41e-4	2	2	1804
gi|224002158|ref|XP_002290751.1|,gi|220974173|gb|EED92503.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.149	3	1.84e-4	1	1	1805
gi|224002460|ref|XP_002290902.1|,gi|220974324|gb|EED92654.1|	endomembrane protein EMP70 precusor [Thalassiosira pseudonana CCMP1335]	0.062	3	2.62e-5	2	2	1806
gi|224002539|ref|XP_002290941.1|,gi|220972717|gb|EED91048.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.122	3	9.29e-5	2	0	1807
gi|224002595|ref|XP_002290969.1|,gi|220972745|gb|EED91076.1|	fumarate reductase flavoprotein subunit [Thalassiosira pseudonana CCMP1335]	0.047	3	2.99e-5	3	3	1808
gi|224002619|ref|XP_002290981.1|,gi|220972757|gb|EED91088.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.060	3	5.07e-5	1	1	1809
gi|224002999|ref|XP_002291171.1|,gi|220972947|gb|EED91278.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.105	3	1.40e-4	1	1	1810
gi|224003161|ref|XP_002291252.1|,gi|220973028|gb|EED91359.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.046	3	6.68e-5	1	1	1811
gi|224003177|ref|XP_002291260.1|,gi|220973036|gb|EED91367.1|	cytoplasmic dynein intermediate chain-like protein [Thalassiosira pseudonana CCMP1335]	0.088	3	3.89e-5	2	2	1812
gi|224003307|ref|XP_002291325.1|,gi|220973101|gb|EED91432.1|	Cryptochrome/Photolyase family 3 [Thalassiosira pseudonana CCMP1335]	0.021	3	2.80e-5	1	1	1813
gi|224003373|ref|XP_002291358.1|,gi|220973134|gb|EED91465.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.131	3	1.61e-4	1	1	1814
gi|224003383|ref|XP_002291363.1|,gi|220973139|gb|EED91470.1|	DNA directed RNA polymerase II, second largest subunit [Thalassiosira pseudonana CCMP1335]	0.035	3	1.34e-5	2	2	1815
gi|224003463|ref|XP_002291403.1|,gi|220973179|gb|EED91510.1|	L7Ae, ribosomal protein 7Ae 60S large ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.179	3	1.30e-4	1	1	1816
gi|224003587|ref|XP_002291465.1|,gi|220973241|gb|EED91572.1|	hypothetical protein THAPSDRAFT_34698 [Thalassiosira pseudonana CCMP1335]	0.083	3	6.63e-5	2	2	1817
gi|224003651|ref|XP_002291497.1|,gi|220973273|gb|EED91604.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.049	3	2.44e-5	2	2	1818
gi|224004044|ref|XP_002295673.1|,gi|209585705|gb|ACI64390.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.024	3	2.58e-5	1	1	1819
gi|224004212|ref|XP_002295757.1|,gi|209585789|gb|ACI64474.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.188	3	9.68e-5	2	2	1820
gi|224004248|ref|XP_002295775.1|,gi|209585807|gb|ACI64492.1|	U1 small nuclear ribonucleoprotein, U1sRNP protein, partial [Thalassiosira pseudonana CCMP1335]	0.052	3	9.18e-5	1	1	1821
gi|224004328|ref|XP_002295815.1|,gi|209585847|gb|ACI64532.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.014	3	2.03e-5	1	1	1822
gi|224004398|ref|XP_002295850.1|,gi|209585882|gb|ACI64567.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.028	3	2.38e-5	2	2	1823
gi|224004416|ref|XP_002295859.1|,gi|209585891|gb|ACI64576.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.024	3	4.24e-5	1	1	1824
gi|224004454|ref|XP_002295878.1|,gi|209585910|gb|ACI64595.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.038	3	1.96e-5	2	2	1825
gi|224004476|ref|XP_002295889.1|,gi|209585921|gb|ACI64606.1|	cytoplasmic dynein heavy chain-like protein [Thalassiosira pseudonana CCMP1335]	0.003	3	3.97e-6	1	1	1826
gi|224004564|ref|XP_002295933.1|,gi|209585965|gb|ACI64650.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.041	3	4.14e-5	1	1	1827
gi|224004708|ref|XP_002296005.1|,gi|209586037|gb|ACI64722.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.104	3	3.08e-5	3	3	1828
gi|224005088|ref|XP_002296195.1|,gi|209586227|gb|ACI64912.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.045	3	5.14e-5	1	1	1829
gi|224005258|ref|XP_002296280.1|,gi|209586312|gb|ACI64997.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.118	3	4.28e-5	3	3	1830
gi|224005302|ref|XP_002296302.1|,gi|209586334|gb|ACI65019.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.057	3	8.23e-5	2	2	1831
gi|224005705|ref|XP_002291813.1|,gi|220972332|gb|EED90664.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.143	3	5.72e-5	2	2	1832
gi|224005729|ref|XP_002291825.1|,gi|220972344|gb|EED90676.1|	hypothetical protein THAPSDRAFT_41583 [Thalassiosira pseudonana CCMP1335]	0.128	3	4.74e-5	3	3	1833
gi|224005835|ref|XP_002291878.1|,gi|220972397|gb|EED90729.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.087	3	1.16e-4	1	1	1834
gi|224005891|ref|XP_002291906.1|,gi|220972425|gb|EED90757.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.054	3	3.46e-5	2	2	1835
gi|224005895|ref|XP_002291908.1|,gi|220972427|gb|EED90759.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.094	3	4.42e-5	3	3	1836
gi|224006131|ref|XP_002292026.1|,gi|220972545|gb|EED90877.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.060	3	1.88e-5	3	3	1837
gi|224006209|ref|XP_002292065.1|,gi|220972584|gb|EED90916.1|	probable naphthoate synthase [Thalassiosira pseudonana CCMP1335]	0.124	3	4.95e-5	3	3	1838
gi|224006442|ref|XP_002292181.1|,gi|220971823|gb|EED90156.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.061	3	4.46e-5	1	1	1839
gi|224006892|ref|XP_002292406.1|,gi|220972048|gb|EED90381.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.064	3	4.25e-5	2	2	1840
gi|224006984|ref|XP_002292452.1|,gi|220972094|gb|EED90427.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.007	3	4.57e-6	2	2	1841
gi|224007511|ref|XP_002292715.1|,gi|220971577|gb|EED89911.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.041	3	1.30e-5	3	3	1842
gi|224007821|ref|XP_002292870.1|,gi|220971732|gb|EED90066.1|	FADH-2,4-dienoyl-CoA reductase [Thalassiosira pseudonana CCMP1335]	0.050	3	2.00e-5	3	3	1843
gi|224008056|ref|XP_002292987.1|,gi|220971113|gb|EED89448.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.042	3	2.77e-5	2	2	1844
gi|224008284|ref|XP_002293101.1|,gi|220971227|gb|EED89562.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.200	3	6.80e-5	3	0	1845
gi|224008921|ref|XP_002293419.1|,gi|220970819|gb|EED89155.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.147	3	5.47e-5	3	3	1846
gi|75905833|gb|ABA29332.1|,gi|75905835|gb|ABA29333.1|	copper expressed protein 4 [Thalassiosira pseudonana],copper expressed protein 5 [Thalassiosira pseudonana]	0.217	3	8.07e-5	3	3	1846
gi|224009301|ref|XP_002293609.1|,gi|220971009|gb|EED89345.1|	hypothetical protein THAPSDRAFT_269699 [Thalassiosira pseudonana CCMP1335]	0.147	3	5.47e-5	3	3	1846
gi|224009077|ref|XP_002293497.1|,gi|220970897|gb|EED89233.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.032	3	1.39e-5	2	2	1847
gi|224009153|ref|XP_002293535.1|,gi|220970935|gb|EED89271.1|	ribose-phosphat pyrophosphokinase, partial [Thalassiosira pseudonana CCMP1335]	0.138	3	4.90e-5	3	3	1848
gi|224009295|ref|XP_002293606.1|,gi|220971006|gb|EED89342.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.007	3	4.05e-6	3	0	1849
gi|224009636|ref|XP_002293776.1|,gi|220970448|gb|EED88785.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.016	3	2.57e-5	1	1	1850
gi|224009684|ref|XP_002293800.1|,gi|220970472|gb|EED88809.1|	hypothetical protein THAPSDRAFT_37294, partial [Thalassiosira pseudonana CCMP1335]	0.048	3	2.83e-5	2	2	1851
gi|224009738|ref|XP_002293827.1|,gi|220970499|gb|EED88836.1|	hypothetical protein THAPSDRAFT_264237, partial [Thalassiosira pseudonana CCMP1335]	0.070	3	6.60e-5	2	2	1852
gi|224009756|ref|XP_002293836.1|,gi|220970508|gb|EED88845.1|	mu subunit of tetrameric clathrin adaptor complex AP1 [Thalassiosira pseudonana CCMP1335]	0.045	3	3.61e-5	2	2	1853
gi|224009828|ref|XP_002293872.1|,gi|220970544|gb|EED88881.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.060	3	3.53e-5	2	2	1854
gi|224009834|ref|XP_002293875.1|,gi|220970547|gb|EED88884.1|	hypothetical protein THAPSDRAFT_24776 [Thalassiosira pseudonana CCMP1335]	0.057	3	3.40e-5	2	2	1855
gi|224009922|ref|XP_002293919.1|,gi|220970591|gb|EED88928.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.015	3	1.04e-5	2	2	1856
gi|224009972|ref|XP_002293944.1|,gi|220970616|gb|EED88953.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.092	3	3.96e-5	3	3	1857
gi|224010022|ref|XP_002293969.1|,gi|220970641|gb|EED88978.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.041	3	5.09e-5	1	1	1858
gi|224010271|ref|XP_002294093.1|,gi|220970110|gb|EED88448.1|	atp-dependent RNA helicase [Thalassiosira pseudonana CCMP1335]	0.038	3	3.39e-5	2	1	1859
gi|224010349|ref|XP_002294132.1|,gi|220970149|gb|EED88487.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.053	3	2.50e-5	3	3	1860
gi|224010607|ref|XP_002294261.1|,gi|220970278|gb|EED88616.1|	eukaryotic translation initiation factor, partial [Thalassiosira pseudonana CCMP1335]	0.065	3	2.95e-5	3	3	1861
gi|224011056|ref|XP_002294485.1|,gi|220969980|gb|EED88319.1|	hypothetical protein THAPSDRAFT_42660 [Thalassiosira pseudonana CCMP1335]	0.023	3	4.67e-5	1	1	1862
gi|224011245|ref|XP_002295397.1|,gi|209583428|gb|ACI64114.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.128	3	8.87e-5	2	2	1863
gi|224011743|ref|XP_002295646.1|,gi|209583677|gb|ACI64363.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.037	3	4.26e-5	1	1	1864
gi|224012907|ref|XP_002295106.1|,gi|220969545|gb|EED87886.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.068	3	4.93e-5	2	2	1865
gi|224012954|ref|XP_002295129.1|,gi|220969091|gb|EED87433.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.006	3	1.26e-5	1	1	1866
gi|224013281|ref|XP_002295292.1|,gi|220969015|gb|EED87358.1|	heat shock protein-like protein [Thalassiosira pseudonana CCMP1335]	0.049	3	2.70e-5	2	2	1867
gi|224013303|ref|XP_002295303.1|,gi|220969026|gb|EED87369.1|	probable tryptophanyl tRNA synthetase [Thalassiosira pseudonana CCMP1335]	0.081	3	3.94e-5	2	2	1868
gi|224013586|ref|XP_002296457.1|,gi|220968809|gb|EED87153.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.046	3	2.36e-5	2	2	1869
gi|224013736|ref|XP_002296532.1|,gi|220968884|gb|EED87228.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.067	3	5.92e-5	2	2	1870
gi|224013902|ref|XP_002296615.1|,gi|220968967|gb|EED87311.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.043	3	3.26e-5	1	1	1871
gi|224013971|ref|XP_002296649.1|,gi|220968699|gb|EED87044.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.081	3	8.07e-5	1	1	1872
gi|224014226|ref|XP_002296776.1|,gi|220968631|gb|EED86977.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.059	3	4.74e-5	3	3	1873
gi|224014413|ref|XP_002296869.1|,gi|220968506|gb|EED86853.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.136	3	1.04e-4	3	3	1874
gi|224014518|ref|XP_002296921.1|,gi|220968301|gb|EED86649.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.056	3	4.51e-5	2	2	1875
gi|224014706|ref|XP_002297015.1|,gi|220968395|gb|EED86743.1|	cytochrome b6-f complex iron-sulfur subunit, chloroplast precursor [Thalassiosira pseudonana CCMP1335]	0.055	3	8.82e-5	1	0	1876
gi|224014738|ref|XP_002297031.1|,gi|220968411|gb|EED86759.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.028	3	2.78e-5	1	1	1877
gi|224014788|ref|XP_002297056.1|,gi|220968436|gb|EED86784.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.021	3	8.82e-6	2	2	1878
gi|224014917|ref|XP_002297120.1|,gi|220968239|gb|EED86588.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.136	3	5.72e-5	3	3	1879
gi|224014994|ref|XP_002297158.1|,gi|220968133|gb|EED86483.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.109	3	4.26e-5	3	3	1880
gi|224015098|ref|XP_002297210.1|,gi|220968185|gb|EED86535.1|	phosphoglycolate phosphatase [Thalassiosira pseudonana CCMP1335]	0.205	3	5.36e-5	3	3	1881
gi|224015212|ref|XP_002297264.1|,gi|220968058|gb|EED86414.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.343	3	2.38e-4	2	2	1882
gi|224015230|ref|XP_002297273.1|,gi|220968067|gb|EED86423.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.064	3	5.09e-5	2	0	1883
gi|224015429|ref|XP_002297369.1|,gi|220967969|gb|EED86332.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.141	3	5.49e-5	3	3	1884
gi|224015576|ref|XP_002297439.1|,gi|220967886|gb|EED86256.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.170	3	1.04e-4	1	1	1885
gi|224015860|ref|XP_002297575.1|,gi|220967742|gb|EED86124.1|	tim17-like protein, partial [Thalassiosira pseudonana CCMP1335]	0.079	3	1.14e-4	1	1	1886
gi|295792214|gb|ADG29122.1|	plastid Omp85-like protein [Thalassiosira pseudonana]	0.015	3	1.99e-5	1	1	1887
gi|223993387|ref|XP_002286377.1|,gi|220977692|gb|EED96018.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.012	3	1.66e-5	1	1	1887
AAZ26507.1,WP_011044699.1	acetyl-CoA synthetase [Colwellia psychrerythraea 34H],acetate--CoA ligase [Colwellia psychrerythraea]	0.017	2	1.64e-5	1	0	1888
AAZ27611.1,sp|Q47UW3.1|EFG2_COLP3,WP_011045490.1	translation elongation factor G [Colwellia psychrerythraea 34H],RecName: Full=Elongation factor G 2; Short=EF-G 2,MULTISPECIES: elongation factor G [Colwellia]	0.013	2	1.52e-5	1	0	1889
CAR80579.1,AAZ25629.1,CBX84050.1,WP_011042393.1	unnamed protein product [Colwellia psychrerythraea 34H],undecaprenyl diphosphate synthase [Colwellia psychrerythraea 34H],polyprenyl diphosphate synthase [Colwellia psychrerythraea]	0.031	2	4.19e-5	1	1	1890
CBC03406.1,WP_011044939.1,CAW33888.1,AAZ27097.1,CBB99922.1,CAW37534.1	unnamed protein product [Colwellia psychrerythraea 34H],2-isopropylmalate synthase [Colwellia psychrerythraea],2-isopropylmalate synthase [Colwellia psychrerythraea 34H]	0.023	2	2.02e-5	1	0	1891
PRTC-peptide|YKL060C	FBA1 SGDID:S000001543, Chr XI from 327487-326408, Genome Release 64-1-1, reverse complement, Verified ORF, "Fructose 1,6-bisphosphate aldolase, required for glycolysis and gluconeogenesis; catalyzes conversion of fructose 1,6 bisphosphate to glyceraldehyde-3-P and dihydroxyacetone-P; locates to mitochondrial outer surface upon oxidative stress"	0.047	2	2.97e-5	1	0	1892
gi|116739941|gb|ABK20811.1|,gi|125987738|sp|A0T0X6.1|RR19_THAPS,gi|2050584526|gb|QWM93067.1|,gi|118411194|ref|YP_874588.1|	30S ribosomal protein S19 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Small ribosomal subunit protein uS19c; AltName: Full=30S ribosomal protein S19, chloroplastic,ribosomal protein S19 (chloroplast) [Thalassiosira pseudonana]	0.087	2	1.16e-4	1	1	1893
gi|116739961|gb|ABK20831.1|,gi|118411214|ref|YP_874608.1|,gi|2050584506|gb|QWM93047.1|,gi|125987770|sp|A0T0Z6.1|RR9_THAPS	30S ribosomal protein S9 (chloroplast) [Thalassiosira pseudonana],ribosomal protein S9 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Small ribosomal subunit protein uS9c; AltName: Full=30S ribosomal protein S9, chloroplastic	0.090	2	7.95e-5	1	1	1894
gi|118411185|ref|YP_874579.1|,gi|116739932|gb|ABK20802.1|,gi|2050584535|gb|QWM93076.1|,gi|125987754|sp|A0T0W7.1|RR4_THAPS	ribosomal protein S4 (chloroplast) [Thalassiosira pseudonana],30S ribosomal protein S4 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Small ribosomal subunit protein uS4c; AltName: Full=30S ribosomal protein S4, chloroplastic	0.073	2	5.19e-5	1	1	1895
gi|118411209|ref|YP_874603.1|,gi|2050584511|gb|QWM93052.1|,gi|116739956|gb|ABK20826.1|,gi|125987625|sp|A0T0Z1.1|RK36_THAPS	ribosomal protein L36 (chloroplast) [Thalassiosira pseudonana],50S ribosomal protein L36 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Large ribosomal subunit protein bL36c; AltName: Full=50S ribosomal protein L36, chloroplastic	0.243	2	2.88e-4	1	1	1896
gi|125980829|sp|A0T0P8.1|PSBH_THAPS,gi|118411116|ref|YP_874510.1|,gi|220967808|gb|EED86184.1|,gi|2599405804|pdb|8IWH|H,gi|224015792|ref|XP_002297544.1|,gi|116739863|gb|ABK20733.1|,gi|2599405805|pdb|8IWH|h,gi|2050584463|gb|QWM93004.1|	RecName: Full=Photosystem II reaction center protein H; Short=PSII-H,photosystem II protein H (chloroplast) [Thalassiosira pseudonana],predicted protein [Thalassiosira pseudonana CCMP1335],Chain H, Photosystem II reaction center protein H,photosystem II 10 kDa phosphoprotein (chloroplast) [Thalassiosira pseudonana],Chain h, Photosystem II reaction center protein H,10 kDa phosphoprotein of photosystem II (chloroplast) [Thalassiosira pseudonana]	0.212	2	1.61e-4	1	1	1897
gi|209583491|gb|ACI64177.1|,gi|224011371|ref|XP_002295460.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.303	2	1.40e-4	2	2	1898
gi|209583563|gb|ACI64249.1|,gi|224011515|ref|XP_002295532.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.020	2	1.80e-5	1	1	1899
gi|209583640|gb|ACI64326.1|,gi|317376157|sp|B5YM03.1|CYNS_THAPS,gi|224011669|ref|XP_002295609.1|	cyanate lyase [Thalassiosira pseudonana CCMP1335],RecName: Full=Cyanate hydratase; Short=Cyanase; AltName: Full=Cyanate hydrolase; AltName: Full=Cyanate lyase	0.132	2	5.19e-5	2	2	1900
gi|209583668|gb|ACI64354.1|,gi|224011725|ref|XP_002295637.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.051	2	2.88e-5	1	1	1901
gi|209585788|gb|ACI64473.1|,gi|224004210|ref|XP_002295756.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.074	2	4.38e-5	2	2	1902
gi|209585851|gb|ACI64536.1|,gi|224004336|ref|XP_002295819.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.022	2	1.11e-5	2	2	1903
gi|209585854|gb|ACI64539.1|,gi|224004342|ref|XP_002295822.1|	3-hydroxyacyl-CoA dehydrogenase type II, partial [Thalassiosira pseudonana CCMP1335]	0.086	2	4.18e-5	2	1	1904
gi|209585872|gb|ACI64557.1|,gi|224004378|ref|XP_002295840.1|	alanine aminotransferase, aminotransferase class I, partial [Thalassiosira pseudonana CCMP1335]	0.043	2	2.20e-5	1	1	1905
gi|209585887|gb|ACI64572.1|,gi|224004408|ref|XP_002295855.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.064	2	9.77e-5	1	1	1906
gi|209585898|gb|ACI64583.1|,gi|224004430|ref|XP_002295866.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.065	2	3.87e-5	1	1	1907
gi|209585986|gb|ACI64671.1|,gi|224004606|ref|XP_002295954.1|	triose phosphate isomerase [Thalassiosira pseudonana CCMP1335]	0.103	2	3.79e-5	2	2	1908
gi|209586107|gb|ACI64792.1|,gi|224004848|ref|XP_002296075.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.020	2	1.23e-5	1	1	1909
gi|209586130|gb|ACI64815.1|,gi|224004894|ref|XP_002296098.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.054	2	4.08e-5	1	1	1910
gi|209586151|gb|ACI64836.1|,gi|224004936|ref|XP_002296119.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.113	2	1.10e-4	1	1	1911
gi|209586201|gb|ACI64886.1|,gi|224005036|ref|XP_002296169.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.026	2	1.74e-5	1	1	1912
gi|209586222|gb|ACI64907.1|,gi|224005078|ref|XP_002296190.1|	CTP synthase [Thalassiosira pseudonana CCMP1335]	0.021	2	1.90e-5	2	2	1913
gi|209586341|gb|ACI65026.1|,gi|224005316|ref|XP_002296309.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.085	2	3.61e-5	2	2	1914
gi|209586382|gb|ACI65067.1|,gi|224005398|ref|XP_002296350.1|	V-type H-ATPase subunit C [Thalassiosira pseudonana CCMP1335]	0.058	2	3.24e-5	2	2	1915
